reference_id_code,parent_name,ama_peer_bank,description_of_event,nfr_taxonomy,loss_amount___m_,basel_business_line__level1_,basel_business_line__level_2,business_unit,ubs_business_division,event_risk_category,sub_risk_category,activity,country_of_incident,event_region,month__year_of_settlement,multiple_firms_impacted_code,single_event_multiple_loss_code,date_of_entry,nfr_taxonomy_number,root_cause,learning_outcome,impact,summary,ai_nfr_cluster,ai_nfr_taxonomy,ai_risk_theme,ai_reasoning_taxonomy_steps,ai_reasoning_risk_theme
714c6675-ca5e-4178-b8e6-2b6d9fb1f388,Wells-Randall,Bailey Group,Third-Party Risk incident occurred in Risk Assessment process.,Third-Party Risk,47.12,Asset Management,Wealth Management,aggregate back-end interfaces,UBS Switzerland,External Fraud,Execution Errors,Trade Booking,Switzerland,EMEA,11/2022,Y,Y,2023-01-05,NFR-2657,Vendor failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Data Privacy event causing $11M loss.,AI Compliance,Fraud,Outsourcing Risk,"Deployment, Evaluation, Model Selection",Risk due to Third-Party AI Risk in Trade Booking.
2904ec2a-b731-43d5-844c-d343c1484b58,Ramirez-Powers,Willis-Smith,Third-Party Risk incident occurred in Transaction Settlement process.,Process Failures,31.01,Corporate Finance,Corporate Finance,unleash virtual solutions,UBS Europe SE,Internal Fraud,External Fraud,Risk Assessment,USA,APAC,03/2025,Y,N,2025-05-07,NFR-9328,Insider threat,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Cybersecurity event causing $36M loss.,AI Governance,Process Failures,Model Risk,"Deployment, Preprocessing, Evaluation",Risk due to Automation Risk in Risk Assessment.
7599edde-c021-4568-b78e-11886cd887d5,Taylor LLC,Turner-Spears,Process Failures incident occurred in Transaction Settlement process.,Process Failures,22.24,Wealth Management,Wealth Management,cultivate turn-key interfaces,UBS Switzerland,External Fraud,Execution Errors,Risk Assessment,UK,EMEA,01/2024,Y,Y,2024-02-07,NFR-4149,Vendor failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Process Failures event causing $56M loss.,AI Governance,Cybersecurity,Model Risk,"Preprocessing, Data Collection, Model Selection",Risk due to Outsourcing Risk in Risk Assessment.
57cf313b-8079-4303-91a3-a9ac6f3b633f,Gross and Sons,Dixon-Alexander,Process Failures incident occurred in Risk Assessment process.,Third-Party Risk,39.13,Corporate Finance,Corporate Finance,implement value-added e-markets,UBS Switzerland,Internal Fraud,External Fraud,Trade Booking,India,APAC,09/2023,N,N,2023-10-19,NFR-6105,Process gap,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $89M loss.,AI Ops,Data Privacy,Human Error,"Data Collection, Deployment, Model Selection",Risk due to Model Risk in Transaction Settlement.
0b98d171-a532-4312-b2f7-32b2645736b0,Wolfe Group,Hernandez and Sons,Cybersecurity incident occurred in Risk Assessment process.,Cybersecurity,98.21,Asset Management,Corporate Finance,cultivate holistic systems,UBS Europe SE,Compliance Breach,Compliance Breach,Risk Assessment,Switzerland,EMEA,03/2023,N,Y,2023-04-25,NFR-4402,Process gap,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $40M loss.,AI Compliance,Cybersecurity,Model Risk,"Data Collection, Preprocessing, Model Selection",Risk due to Model Risk in Transaction Settlement.
f45b5905-b813-413f-a9b7-4b5a20361cbb,Holmes-Mullen,Salazar Group,Process Failures incident occurred in Client Onboarding process.,Process Failures,1.83,Retail Banking,Corporate Finance,innovate enterprise niches,UBS Europe SE,Internal Fraud,Execution Errors,Risk Assessment,USA,AMERICAS,04/2025,Y,N,2025-04-21,NFR-6477,Insider threat,The incident highlighted gaps in Trade Booking.,Minimal impact on operations and reputational risk.,Fraud event causing $22M loss.,AI Governance,Process Failures,Automation Risk,"Model Selection, Evaluation, Preprocessing",Risk due to Third-Party AI Risk in Trade Booking.
420b35ae-1be2-4ff1-95fd-d551c00c1c27,Brooks-King,Martinez Group,Fraud incident occurred in Transaction Settlement process.,Process Failures,66.11,Asset Management,Retail Banking,disintermediate interactive interfaces,UBS UK Branch,Internal Fraud,External Fraud,Client Onboarding,Germany,EMEA,04/2024,Y,Y,2024-05-27,NFR-9291,Process gap,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Fraud event causing $86M loss.,AI Compliance,Data Privacy,Model Risk,"Deployment, Model Selection, Preprocessing",Risk due to Outsourcing Risk in Risk Assessment.
af92d308-1a04-432d-b07b-9ae939149604,Webb and Sons,Chase Inc,Fraud incident occurred in Trade Booking process.,Process Failures,2.57,Wealth Management,Wealth Management,orchestrate extensible models,UBS Europe SE,Compliance Breach,External Fraud,Client Onboarding,Germany,EMEA,02/2025,Y,N,2025-03-02,NFR-4687,Insider threat,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $94M loss.,AI Ops,Cybersecurity,Human Error,"Deployment, Model Selection, Preprocessing",Risk due to Outsourcing Risk in Trade Booking.
0f126f5d-dc7c-462b-be29-353165645114,"Mcbride, Khan and Stewart",Johnson and Sons,Cybersecurity incident occurred in Transaction Settlement process.,Process Failures,66.55,Retail Banking,Wealth Management,target impactful synergies,UBS UK Branch,Internal Fraud,Compliance Breach,Transaction Settlement,Switzerland,EMEA,08/2022,Y,N,2022-09-23,NFR-1233,Insider threat,The incident highlighted gaps in Client Onboarding.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $68M loss.,AI Ops,Cybersecurity,Human Error,"Model Selection, Data Collection, Evaluation",Risk due to Third-Party AI Risk in Risk Assessment.
09b15eac-8a55-476a-8d76-b18276367929,Thomas Group,"Ramirez, Gill and Jones",Third-Party Risk incident occurred in Client Onboarding process.,Process Failures,54.5,Asset Management,Corporate Finance,drive 24/365 e-business,UBS Europe SE,Compliance Breach,Execution Errors,Client Onboarding,USA,EMEA,03/2025,N,Y,2025-03-29,NFR-7892,Process gap,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Data Privacy event causing $96M loss.,AI Compliance,Fraud,Automation Risk,"Preprocessing, Data Collection, Model Selection",Risk due to Third-Party AI Risk in Client Onboarding.
8a56da00-fa1e-4815-80ae-c777aa80357e,Martin Ltd,Johnson LLC,Process Failures incident occurred in Trade Booking process.,Cybersecurity,52.68,Wealth Management,Retail Banking,visualize open-source technologies,UBS Europe SE,Execution Errors,Compliance Breach,Transaction Settlement,Switzerland,EMEA,12/2023,Y,Y,2024-01-27,NFR-2918,System failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Process Failures event causing $16M loss.,AI Compliance,Third-Party Risk,Automation Risk,"Preprocessing, Deployment, Model Selection",Risk due to Human Error in Client Onboarding.
40fa2536-2a71-4291-bcdd-e0718b5c6d8a,Flynn Inc,Jackson Ltd,Third-Party Risk incident occurred in Transaction Settlement process.,Fraud,45.44,Asset Management,Wealth Management,transition vertical mindshare,UBS AG,Execution Errors,Execution Errors,Transaction Settlement,Singapore,EMEA,12/2022,Y,Y,2023-01-26,NFR-5117,Process gap,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $16M loss.,AI Compliance,Data Privacy,Third-Party AI Risk,"Deployment, Model Selection, Preprocessing",Risk due to Model Risk in Transaction Settlement.
58309029-d5ff-4a32-a241-e083cb500d69,Robertson-Lopez,Castaneda Group,Third-Party Risk incident occurred in Risk Assessment process.,Cybersecurity,17.6,Corporate Finance,Wealth Management,disintermediate best-of-breed markets,UBS AG,Internal Fraud,Internal Fraud,Trade Booking,USA,APAC,10/2023,N,N,2023-11-19,NFR-6714,Process gap,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Fraud event causing $82M loss.,AI Compliance,Cybersecurity,Third-Party AI Risk,"Preprocessing, Data Collection, Model Selection",Risk due to Human Error in Trade Booking.
a638b586-4e35-44b4-a670-a8a0e6a8de1f,"Dunn, Lang and Mitchell",Robertson-Mendez,Fraud incident occurred in Transaction Settlement process.,Cybersecurity,37.45,Retail Banking,Wealth Management,re-intermediate end-to-end e-services,UBS Europe SE,Compliance Breach,Internal Fraud,Risk Assessment,USA,AMERICAS,09/2024,Y,Y,2024-10-18,NFR-2476,System failure,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Process Failures event causing $67M loss.,AI Ops,Cybersecurity,Automation Risk,"Evaluation, Data Collection, Deployment",Risk due to Human Error in Risk Assessment.
0cb4fdee-1868-4910-b667-dabe49f4e8ae,"Lopez, Barrera and Ryan","Pace, Marshall and Silva",Process Failures incident occurred in Trade Booking process.,Cybersecurity,47.26,Corporate Finance,Retail Banking,whiteboard e-business eyeballs,UBS Europe SE,External Fraud,Compliance Breach,Client Onboarding,UK,APAC,02/2023,N,Y,2023-03-04,NFR-1102,System failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $97M loss.,AI Governance,Third-Party Risk,Outsourcing Risk,"Model Selection, Evaluation, Preprocessing",Risk due to Automation Risk in Client Onboarding.
224305ab-c7e4-4481-9d4d-edbe1fc7b037,Bullock Inc,Sharp Group,Third-Party Risk incident occurred in Risk Assessment process.,Third-Party Risk,64.21,Asset Management,Retail Banking,mesh real-time supply-chains,UBS AG,External Fraud,External Fraud,Risk Assessment,India,EMEA,05/2023,Y,Y,2023-05-17,NFR-8340,Vendor failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Fraud event causing $87M loss.,AI Compliance,Fraud,Human Error,"Evaluation, Preprocessing, Model Selection",Risk due to Outsourcing Risk in Trade Booking.
186b6a67-24b2-454e-85c3-6bbbec608535,Ryan-Graham,White Group,Process Failures incident occurred in Risk Assessment process.,Fraud,65.45,Corporate Finance,Asset Management,synthesize clicks-and-mortar mindshare,UBS Europe SE,External Fraud,Execution Errors,Risk Assessment,UK,EMEA,09/2024,Y,Y,2024-10-29,NFR-3215,System failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Fraud event causing $5M loss.,AI Ops,Fraud,Model Risk,"Preprocessing, Model Selection, Evaluation",Risk due to Outsourcing Risk in Transaction Settlement.
9223b553-8320-4e53-9978-f49c2ab765de,"Davis, Mullins and Carrillo","Mccoy, Miller and Nixon",Process Failures incident occurred in Transaction Settlement process.,Process Failures,14.84,Wealth Management,Corporate Finance,leverage back-end content,UBS Europe SE,External Fraud,Compliance Breach,Trade Booking,Switzerland,AMERICAS,08/2022,Y,N,2022-09-08,NFR-8747,Vendor failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $64M loss.,AI Compliance,Third-Party Risk,Third-Party AI Risk,"Data Collection, Deployment, Evaluation",Risk due to Model Risk in Trade Booking.
c2e4f5a5-e04f-44b2-900f-779e420eb1f6,Hunt Inc,Salazar and Sons,Third-Party Risk incident occurred in Trade Booking process.,Fraud,48.75,Corporate Finance,Asset Management,drive ubiquitous applications,UBS Europe SE,Execution Errors,Compliance Breach,Trade Booking,Germany,AMERICAS,05/2024,Y,Y,2024-06-11,NFR-8000,Process gap,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Fraud event causing $73M loss.,AI Governance,Cybersecurity,Model Risk,"Model Selection, Deployment, Data Collection",Risk due to Automation Risk in Client Onboarding.
6a252af9-f308-4522-9bea-3428ff23dd0a,Barton Ltd,Smith and Sons,Third-Party Risk incident occurred in Risk Assessment process.,Fraud,49.57,Asset Management,Wealth Management,generate user-centric niches,UBS Europe SE,Compliance Breach,Internal Fraud,Risk Assessment,India,EMEA,12/2023,Y,N,2024-02-02,NFR-8467,Vendor failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $98M loss.,AI Governance,Fraud,Human Error,"Model Selection, Data Collection, Preprocessing",Risk due to Human Error in Transaction Settlement.
42f2bece-7836-4ffb-8966-1b12825e2b7a,Logan-Pittman,Morton-Clark,Third-Party Risk incident occurred in Trade Booking process.,Process Failures,21.6,Asset Management,Retail Banking,generate bricks-and-clicks relationships,UBS Switzerland,Internal Fraud,Execution Errors,Client Onboarding,Switzerland,AMERICAS,11/2023,N,N,2023-12-30,NFR-6755,Vendor failure,The incident highlighted gaps in Client Onboarding.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $70M loss.,AI Ops,Fraud,Automation Risk,"Data Collection, Preprocessing, Model Selection",Risk due to Model Risk in Client Onboarding.
d06a921e-fe71-4163-b585-e559c9efc9c7,"Mathews, Blackwell and Green",Moran Group,Cybersecurity incident occurred in Risk Assessment process.,Third-Party Risk,76.55,Corporate Finance,Asset Management,integrate intuitive users,UBS Europe SE,Internal Fraud,External Fraud,Trade Booking,Germany,AMERICAS,12/2024,N,N,2025-01-03,NFR-6329,Vendor failure,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Cybersecurity event causing $1M loss.,AI Compliance,Process Failures,Automation Risk,"Data Collection, Model Selection, Evaluation",Risk due to Third-Party AI Risk in Risk Assessment.
858d32fb-b9bc-48a2-b23a-9775d6bbed5e,"Walker, Campos and Watson","Lara, Frazier and Williams",Process Failures incident occurred in Transaction Settlement process.,Cybersecurity,38.25,Wealth Management,Wealth Management,morph B2C communities,UBS AG,Internal Fraud,External Fraud,Risk Assessment,USA,APAC,04/2023,N,N,2023-05-13,NFR-5339,Process gap,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Data Privacy event causing $38M loss.,AI Governance,Data Privacy,Third-Party AI Risk,"Evaluation, Data Collection, Deployment",Risk due to Third-Party AI Risk in Trade Booking.
4d0eef5a-f353-4c03-b97f-e14775819322,Gray LLC,Turner and Sons,Process Failures incident occurred in Client Onboarding process.,Third-Party Risk,28.49,Asset Management,Asset Management,optimize distributed partnerships,UBS Europe SE,Compliance Breach,Compliance Breach,Trade Booking,USA,AMERICAS,10/2023,Y,Y,2023-11-02,NFR-2536,Vendor failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $77M loss.,AI Ops,Process Failures,Automation Risk,"Evaluation, Deployment, Preprocessing",Risk due to Model Risk in Trade Booking.
cffbda5e-f58a-4875-993e-63fe7f66fc45,"Smith, Miller and Gonzalez",Knapp-Smith,Process Failures incident occurred in Client Onboarding process.,Process Failures,79.81,Wealth Management,Asset Management,integrate bricks-and-clicks solutions,UBS Europe SE,Execution Errors,Internal Fraud,Risk Assessment,Singapore,AMERICAS,04/2023,Y,N,2023-06-10,NFR-2863,System failure,The incident highlighted gaps in Risk Assessment.,Minimal impact on operations and reputational risk.,Fraud event causing $70M loss.,AI Governance,Process Failures,Model Risk,"Data Collection, Deployment, Preprocessing",Risk due to Third-Party AI Risk in Transaction Settlement.
88d7cfd3-8b99-4fbd-b4eb-3a06de164d13,"Gilbert, Andrews and Olson",Norman LLC,Fraud incident occurred in Transaction Settlement process.,Process Failures,58.76,Corporate Finance,Retail Banking,morph mission-critical deliverables,UBS UK Branch,External Fraud,Internal Fraud,Client Onboarding,India,AMERICAS,12/2022,Y,N,2023-01-16,NFR-1305,Vendor failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Fraud event causing $90M loss.,AI Governance,Data Privacy,Model Risk,"Evaluation, Model Selection, Data Collection",Risk due to Outsourcing Risk in Risk Assessment.
a05b2ca0-19e3-499d-9050-c680d32e7d00,Bauer Inc,Walls Ltd,Cybersecurity incident occurred in Client Onboarding process.,Process Failures,41.02,Wealth Management,Corporate Finance,monetize ubiquitous infrastructures,UBS AG,External Fraud,Compliance Breach,Client Onboarding,UK,AMERICAS,11/2024,Y,N,2025-01-05,NFR-4155,Insider threat,The incident highlighted gaps in Trade Booking.,Moderate impact on operations and reputational risk.,Third-Party Risk event causing $8M loss.,AI Compliance,Process Failures,Automation Risk,"Data Collection, Evaluation, Preprocessing",Risk due to Outsourcing Risk in Transaction Settlement.
c54cd25c-744a-4cff-a3ac-1d5a43480b85,Price Group,"Carter, Reid and Wells",Process Failures incident occurred in Transaction Settlement process.,Data Privacy,82.67,Asset Management,Wealth Management,productize open-source partnerships,UBS AG,Internal Fraud,Compliance Breach,Client Onboarding,USA,AMERICAS,04/2023,Y,N,2023-06-11,NFR-7970,System failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Data Privacy event causing $32M loss.,AI Compliance,Cybersecurity,Model Risk,"Preprocessing, Deployment, Data Collection",Risk due to Third-Party AI Risk in Trade Booking.
1ae37a38-0645-4e88-83ba-5eb9cdba5d0f,Banks-Singleton,Chavez Ltd,Fraud incident occurred in Client Onboarding process.,Third-Party Risk,22.27,Corporate Finance,Corporate Finance,synthesize open-source architectures,UBS AG,Internal Fraud,Execution Errors,Client Onboarding,Singapore,EMEA,08/2024,N,Y,2024-09-01,NFR-8164,Process gap,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Fraud event causing $2M loss.,AI Governance,Process Failures,Outsourcing Risk,"Deployment, Evaluation, Preprocessing",Risk due to Human Error in Client Onboarding.
63002927-3579-4a71-a089-ca0a4e37fd74,Parks LLC,Gibbs and Sons,Fraud incident occurred in Transaction Settlement process.,Process Failures,88.24,Corporate Finance,Wealth Management,implement B2C ROI,UBS Europe SE,Internal Fraud,Compliance Breach,Transaction Settlement,USA,AMERICAS,08/2024,Y,Y,2024-09-17,NFR-9067,Insider threat,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Data Privacy event causing $40M loss.,AI Governance,Third-Party Risk,Outsourcing Risk,"Evaluation, Data Collection, Preprocessing",Risk due to Model Risk in Transaction Settlement.
2e74352a-6e6e-4ad1-889a-6adeddc5f471,Allen Group,Tyler-Zuniga,Data Privacy incident occurred in Client Onboarding process.,Fraud,34.18,Corporate Finance,Retail Banking,orchestrate synergistic bandwidth,UBS Switzerland,Execution Errors,Execution Errors,Client Onboarding,USA,AMERICAS,08/2023,N,N,2023-09-06,NFR-4547,Insider threat,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Data Privacy event causing $25M loss.,AI Compliance,Cybersecurity,Outsourcing Risk,"Preprocessing, Deployment, Evaluation",Risk due to Outsourcing Risk in Client Onboarding.
4e6a6cd3-52a4-46c5-b5dc-a0961416c03e,Lewis Ltd,Johnson LLC,Process Failures incident occurred in Risk Assessment process.,Process Failures,29.4,Asset Management,Retail Banking,syndicate collaborative convergence,UBS AG,Compliance Breach,Compliance Breach,Trade Booking,USA,EMEA,05/2024,N,N,2024-06-24,NFR-4441,Insider threat,The incident highlighted gaps in Transaction Settlement.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $89M loss.,AI Compliance,Data Privacy,Outsourcing Risk,"Evaluation, Preprocessing, Data Collection",Risk due to Third-Party AI Risk in Risk Assessment.
4dd9eb45-eddb-4524-973a-2f5593cc43ad,Kelley-Erickson,Thomas-Brown,Fraud incident occurred in Transaction Settlement process.,Third-Party Risk,88.24,Asset Management,Wealth Management,integrate killer experiences,UBS AG,Internal Fraud,Compliance Breach,Client Onboarding,USA,EMEA,01/2023,Y,Y,2023-02-18,NFR-4055,Process gap,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Data Privacy event causing $44M loss.,AI Ops,Process Failures,Outsourcing Risk,"Deployment, Model Selection, Evaluation",Risk due to Outsourcing Risk in Trade Booking.
a6fc3a7f-f133-4c99-a7a0-e84e25535564,Evans-Hall,"Brown, Cook and Ross",Fraud incident occurred in Client Onboarding process.,Fraud,41.53,Wealth Management,Corporate Finance,re-intermediate out-of-the-box applications,UBS Switzerland,External Fraud,External Fraud,Trade Booking,India,AMERICAS,11/2023,Y,N,2024-01-05,NFR-6160,System failure,The incident highlighted gaps in Risk Assessment.,Severe impact on operations and reputational risk.,Cybersecurity event causing $17M loss.,AI Compliance,Fraud,Model Risk,"Evaluation, Model Selection, Preprocessing",Risk due to Human Error in Client Onboarding.
ee6516c4-638a-40a2-80a8-cd6f1502f7e1,Ramirez PLC,Ross Inc,Cybersecurity incident occurred in Risk Assessment process.,Cybersecurity,12.78,Corporate Finance,Wealth Management,optimize value-added initiatives,UBS Switzerland,Internal Fraud,External Fraud,Risk Assessment,UK,AMERICAS,09/2022,Y,N,2022-09-20,NFR-2033,Vendor failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Fraud event causing $43M loss.,AI Compliance,Process Failures,Third-Party AI Risk,"Deployment, Data Collection, Evaluation",Risk due to Model Risk in Transaction Settlement.
4c49f0fd-0474-4cff-bf91-17bdb4d395e0,Sullivan-Cortez,David PLC,Fraud incident occurred in Client Onboarding process.,Third-Party Risk,47.12,Corporate Finance,Corporate Finance,extend holistic infrastructures,UBS UK Branch,Internal Fraud,Compliance Breach,Trade Booking,India,EMEA,08/2022,N,Y,2022-10-15,NFR-9405,Insider threat,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Process Failures event causing $6M loss.,AI Compliance,Data Privacy,Outsourcing Risk,"Data Collection, Model Selection, Evaluation",Risk due to Human Error in Client Onboarding.
edfdf232-fbd7-4a9e-a583-0c1c9460fa00,"Thompson, Nguyen and Small",Bishop-Pratt,Data Privacy incident occurred in Trade Booking process.,Third-Party Risk,62.07,Asset Management,Wealth Management,transition synergistic action-items,UBS UK Branch,Execution Errors,Compliance Breach,Risk Assessment,Singapore,EMEA,05/2025,N,N,2025-07-23,NFR-6174,Insider threat,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Process Failures event causing $10M loss.,AI Ops,Process Failures,Outsourcing Risk,"Preprocessing, Model Selection, Evaluation",Risk due to Model Risk in Risk Assessment.
bebdf12f-987e-440b-99cc-ab8b255f59d8,"Stephens, Davidson and Hensley",Rodriguez Group,Cybersecurity incident occurred in Transaction Settlement process.,Process Failures,81.15,Asset Management,Wealth Management,morph turn-key convergence,UBS UK Branch,Compliance Breach,External Fraud,Trade Booking,UK,APAC,03/2024,N,Y,2024-04-03,NFR-1018,Process gap,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Cybersecurity event causing $16M loss.,AI Ops,Process Failures,Human Error,"Data Collection, Deployment, Evaluation",Risk due to Model Risk in Risk Assessment.
67b1b5fb-5af5-45f5-8ebe-6ec039aa3df1,Miller LLC,Sanchez-Thompson,Data Privacy incident occurred in Transaction Settlement process.,Fraud,59.97,Retail Banking,Corporate Finance,strategize value-added partnerships,UBS Switzerland,Compliance Breach,Execution Errors,Risk Assessment,Singapore,APAC,11/2024,Y,N,2024-12-04,NFR-5061,Process gap,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $47M loss.,AI Ops,Cybersecurity,Model Risk,"Model Selection, Data Collection, Deployment",Risk due to Model Risk in Client Onboarding.
5effc0aa-a81a-4e5d-aacb-5fbd31067b57,Smith Ltd,Clark and Sons,Fraud incident occurred in Client Onboarding process.,Third-Party Risk,1.34,Retail Banking,Retail Banking,expedite leading-edge technologies,UBS UK Branch,Compliance Breach,Execution Errors,Transaction Settlement,India,APAC,12/2023,Y,Y,2024-01-27,NFR-6301,System failure,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Third-Party Risk event causing $89M loss.,AI Ops,Third-Party Risk,Outsourcing Risk,"Model Selection, Evaluation, Deployment",Risk due to Automation Risk in Client Onboarding.
f2ef86bf-1b1d-4103-a34f-285b6fa8a6ab,Edwards-Li,Daugherty and Sons,Cybersecurity incident occurred in Risk Assessment process.,Cybersecurity,54.12,Wealth Management,Wealth Management,synthesize proactive portals,UBS UK Branch,Compliance Breach,Compliance Breach,Risk Assessment,UK,EMEA,04/2023,Y,Y,2023-05-23,NFR-7226,Insider threat,The incident highlighted gaps in Transaction Settlement.,Minimal impact on operations and reputational risk.,Fraud event causing $44M loss.,AI Compliance,Third-Party Risk,Automation Risk,"Deployment, Model Selection, Evaluation",Risk due to Automation Risk in Risk Assessment.
66fec445-0a5f-4993-b3e7-ce99185f9062,Collins and Sons,"Mckee, Torres and Singh",Cybersecurity incident occurred in Trade Booking process.,Fraud,89.16,Corporate Finance,Retail Banking,benchmark end-to-end platforms,UBS Europe SE,Execution Errors,Compliance Breach,Transaction Settlement,USA,EMEA,08/2022,Y,Y,2022-09-03,NFR-8150,Vendor failure,The incident highlighted gaps in Client Onboarding.,Moderate impact on operations and reputational risk.,Cybersecurity event causing $37M loss.,AI Compliance,Third-Party Risk,Human Error,"Data Collection, Evaluation, Deployment",Risk due to Human Error in Risk Assessment.
9d069097-e81a-4424-90f4-882eb4019446,Miller-Huffman,Combs Inc,Process Failures incident occurred in Transaction Settlement process.,Process Failures,45.42,Corporate Finance,Wealth Management,extend turn-key interfaces,UBS AG,Compliance Breach,Internal Fraud,Risk Assessment,UK,AMERICAS,02/2025,Y,N,2025-03-31,NFR-8358,Process gap,The incident highlighted gaps in Trade Booking.,Severe impact on operations and reputational risk.,Fraud event causing $81M loss.,AI Governance,Process Failures,Outsourcing Risk,"Model Selection, Evaluation, Data Collection",Risk due to Third-Party AI Risk in Trade Booking.
445e222f-ed96-4e88-84e5-4eb8ad0e6292,"Rivas, Rivera and Griffin","Jackson, Mcgrath and Martin",Process Failures incident occurred in Transaction Settlement process.,Fraud,70.64,Asset Management,Wealth Management,productize holistic communities,UBS Europe SE,Internal Fraud,Compliance Breach,Transaction Settlement,Germany,EMEA,02/2024,Y,Y,2024-03-11,NFR-5890,Insider threat,The incident highlighted gaps in Risk Assessment.,Minimal impact on operations and reputational risk.,Process Failures event causing $97M loss.,AI Governance,Data Privacy,Model Risk,"Deployment, Data Collection, Model Selection",Risk due to Model Risk in Transaction Settlement.
426642d1-d2ea-4f59-9459-33a760d397bf,"Brock, Turner and Cohen",Reeves Ltd,Third-Party Risk incident occurred in Client Onboarding process.,Cybersecurity,48.78,Retail Banking,Retail Banking,deliver global paradigms,UBS AG,Execution Errors,Internal Fraud,Transaction Settlement,Singapore,AMERICAS,02/2023,N,Y,2023-04-07,NFR-2833,Vendor failure,The incident highlighted gaps in Risk Assessment.,Moderate impact on operations and reputational risk.,Fraud event causing $82M loss.,AI Compliance,Data Privacy,Third-Party AI Risk,"Evaluation, Data Collection, Preprocessing",Risk due to Outsourcing Risk in Trade Booking.
0cfe55c0-3a07-4e6f-9c43-5ce07067c09d,Stout Ltd,"Edwards, Tate and Martin",Cybersecurity incident occurred in Risk Assessment process.,Third-Party Risk,94.42,Corporate Finance,Wealth Management,seize virtual mindshare,UBS UK Branch,External Fraud,External Fraud,Client Onboarding,India,APAC,11/2023,N,Y,2023-11-29,NFR-3201,System failure,The incident highlighted gaps in Client Onboarding.,Minimal impact on operations and reputational risk.,Cybersecurity event causing $1M loss.,AI Ops,Process Failures,Automation Risk,"Data Collection, Evaluation, Model Selection",Risk due to Automation Risk in Client Onboarding.
dab5c7c8-f5aa-4707-8e7e-2f3f20f00792,"Kramer, Hernandez and Johnson","Hall, Alexander and Randall",Data Privacy incident occurred in Trade Booking process.,Process Failures,3.47,Wealth Management,Corporate Finance,implement front-end initiatives,UBS Europe SE,Compliance Breach,Compliance Breach,Client Onboarding,UK,APAC,06/2022,N,N,2022-08-12,NFR-7417,Process gap,The incident highlighted gaps in Transaction Settlement.,Severe impact on operations and reputational risk.,Fraud event causing $4M loss.,AI Ops,Data Privacy,Model Risk,"Data Collection, Evaluation, Model Selection",Risk due to Outsourcing Risk in Client Onboarding.
