id,dataset_type,description,ai_taxonomy,current_erms_taxonomy,raw_meta_data,ai_taxonomy_detail,ai_root_cause,ai_enrichment
357,controls,Authorization bypass in Settlement System with data corruption,Technology Risk,OR-002: System Failure,"{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_319"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 273794.77, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.132056"", ""acknowledged"": ""2025-08-18T13:09:20.132057"", ""resolved"": null}}","{""status"": ""pending"", ""severity"": ""low"", ""created_date"": ""2025-06-12T13:09:20.132059""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""communication_breakdown"", ""process_deviation"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.19698175802009515, ""impact_score"": 6, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: System restart""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_16"", ""technical_lead"": ""tech_57"", ""risk_reviewer"": ""risk_48""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_322"", ""tags"": [""monitoring"", ""urgent""]}, ""financial_impact"": {""amount"": 956002.61, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-23T13:09:20.132068"", ""acknowledged"": ""2025-08-16T13:09:20.132069"", ""resolved"": null}}"
358,controls,Integration error between Trading Platform and external service,Operational Risk,MR-002: FX Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_685"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 786138.98, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.132074"", ""acknowledged"": ""2025-08-30T13:09:20.132075"", ""resolved"": null}}","{""status"": ""pending"", ""severity"": ""high"", ""created_date"": ""2025-06-04T13:09:20.132078""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""communication_breakdown"", ""system_overload""], ""risk_indicators"": {""probability"": 0.9650512161523142, ""impact_score"": 1, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Data correction""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_72"", ""technical_lead"": ""tech_20"", ""risk_reviewer"": ""risk_29""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_151"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 224787.36, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-23T13:09:20.132086"", ""acknowledged"": ""2025-08-18T13:09:20.132087"", ""resolved"": null}}"
359,controls,Failed transaction processing in Reporting System resulting in reputation damage,Cyber Risk,LR-001: Funding Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_315"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 921081.9, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-21T13:09:20.132092"", ""acknowledged"": ""2025-08-27T13:09:20.132093"", ""resolved"": ""2025-09-07T13:09:20.132094""}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2025-01-29T13:09:20.132097""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""vendor_issue"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.7032688766231647, ""impact_score"": 1, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Data correction"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_66"", ""technical_lead"": ""tech_23"", ""risk_reviewer"": ""risk_90""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_303"", ""tags"": [""urgent"", ""resolved"", ""review""]}, ""financial_impact"": {""amount"": 266283.69, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-20T13:09:20.132105"", ""acknowledged"": ""2025-08-28T13:09:20.132106"", ""resolved"": null}}"
360,controls,Process failure in Trading Platform resulting in reputation damage,Technology Risk,MR-002: FX Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_196"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 216028.49, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.132111"", ""acknowledged"": ""2025-08-16T13:09:20.132112"", ""resolved"": ""2025-08-25T13:09:20.132113""}}","{""status"": ""pending"", ""severity"": ""high"", ""created_date"": ""2025-06-25T13:09:20.132116""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""inadequate_training""], ""risk_indicators"": {""probability"": 0.1621937090567238, ""impact_score"": 10, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Manual override""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_67"", ""technical_lead"": ""tech_34"", ""risk_reviewer"": ""risk_63""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_360"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 706401.76, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-25T13:09:20.132124"", ""acknowledged"": ""2025-08-30T13:09:20.132125"", ""resolved"": ""2025-08-21T13:09:20.132126""}}"
361,controls,Integration error between Client Portal and external service,Model Risk,LR-002: Market Liquidity Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_794"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 54309.34, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-04T13:09:20.132131"", ""acknowledged"": ""2025-08-30T13:09:20.132131"", ""resolved"": ""2025-08-21T13:09:20.132132""}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2025-08-03T13:09:20.132135""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""process_deviation"", ""system_overload"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.780897173614959, ""impact_score"": 2, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Data correction"", ""Action 2: Manual override""], ""long_term_solutions"": [""Solution 1: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_85"", ""technical_lead"": ""tech_73"", ""risk_reviewer"": ""risk_83""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_534"", ""tags"": [""resolved"", ""review""]}, ""financial_impact"": {""amount"": 318633.69, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-29T13:09:20.132144"", ""acknowledged"": ""2025-08-29T13:09:20.132145"", ""resolved"": null}}"
362,controls,Process failure in Client Portal resulting in operational delay,Model Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_982"", ""tags"": [""review"", ""urgent"", ""monitoring""]}, ""financial_impact"": {""amount"": 662015.87, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-06T13:09:20.132150"", ""acknowledged"": ""2025-08-30T13:09:20.132151"", ""resolved"": ""2025-08-31T13:09:20.132152""}}","{""status"": ""resolved"", ""severity"": ""high"", ""created_date"": ""2025-06-07T13:09:20.132155""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""inadequate_training"", ""system_overload"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.9147203022178444, ""impact_score"": 9, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: Process redesign""]}, ""stakeholders"": {""business_owner"": ""manager_97"", ""technical_lead"": ""tech_46"", ""risk_reviewer"": ""risk_35""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_813"", ""tags"": [""escalated"", ""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 507801.8, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-28T13:09:20.132164"", ""acknowledged"": ""2025-08-15T13:09:20.132165"", ""resolved"": null}}"
363,controls,System outage in CRM System affecting service unavailability,Operational Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_917"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 839358.84, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-17T13:09:20.132171"", ""acknowledged"": ""2025-08-21T13:09:20.132171"", ""resolved"": null}}","{""status"": ""pending"", ""severity"": ""high"", ""created_date"": ""2025-08-31T13:09:20.132175""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""inadequate_training""], ""risk_indicators"": {""probability"": 0.33936970181720605, ""impact_score"": 6, ""risk_rating"": ""Medium""}}, ""remediation"": {""immediate_actions"": [""Action 1: Manual override""], ""long_term_solutions"": [""Solution 1: Control enhancement"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_51"", ""technical_lead"": ""tech_29"", ""risk_reviewer"": ""risk_88""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_835"", ""tags"": [""review"", ""escalated""]}, ""financial_impact"": {""amount"": 573790.0, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-06T13:09:20.132184"", ""acknowledged"": ""2025-09-05T13:09:20.132185"", ""resolved"": ""2025-08-20T13:09:20.132186""}}"
364,controls,Performance degradation in Risk Engine impacting service unavailability,Model Risk,MR-003: Equity Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P2"", ""assigned_to"": ""user_276"", ""tags"": [""escalated"", ""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 239740.21, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.132191"", ""acknowledged"": ""2025-08-30T13:09:20.132192"", ""resolved"": ""2025-09-05T13:09:20.132193""}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-04-08T13:09:20.132197""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""inadequate_training""], ""risk_indicators"": {""probability"": 0.7706205690010404, ""impact_score"": 2, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass""], ""long_term_solutions"": [""Solution 1: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_80"", ""technical_lead"": ""tech_61"", ""risk_reviewer"": ""risk_40""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_776"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 724187.03, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-23T13:09:20.132206"", ""acknowledged"": ""2025-08-17T13:09:20.132206"", ""resolved"": ""2025-08-23T13:09:20.132207""}}"
365,controls,Process failure in Client Portal resulting in client disruption,Reputational Risk,OR-001: Processing Error,"{""metadata"": {""source"": ""system"", ""priority"": ""P4"", ""assigned_to"": ""user_515"", ""tags"": [""monitoring"", ""review""]}, ""financial_impact"": {""amount"": 629724.1, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-23T13:09:20.132213"", ""acknowledged"": ""2025-08-28T13:09:20.132214"", ""resolved"": ""2025-08-31T13:09:20.132215""}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2024-11-23T13:09:20.132218""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""technical_debt"", ""inadequate_training""], ""risk_indicators"": {""probability"": 0.6748052113365454, ""impact_score"": 5, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Process bypass"", ""Action 3: Manual override""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_18"", ""technical_lead"": ""tech_11"", ""risk_reviewer"": ""risk_69""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_899"", ""tags"": [""resolved"", ""review"", ""monitoring""]}, ""financial_impact"": {""amount"": 102273.37, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-09T13:09:20.132228"", ""acknowledged"": ""2025-08-19T13:09:20.132228"", ""resolved"": ""2025-09-01T13:09:20.132230""}}"
366,controls,Process failure in Data Warehouse resulting in financial loss,Cyber Risk,CR-001: Default Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P4"", ""assigned_to"": ""user_114"", ""tags"": [""review"", ""escalated""]}, ""financial_impact"": {""amount"": 391469.53, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-26T13:09:20.132235"", ""acknowledged"": ""2025-09-01T13:09:20.132236"", ""resolved"": ""2025-09-04T13:09:20.132237""}}","{""status"": ""active"", ""severity"": ""critical"", ""created_date"": ""2025-08-15T13:09:20.132240""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""process_deviation""], ""risk_indicators"": {""probability"": 0.716982032993615, ""impact_score"": 10, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart""], ""long_term_solutions"": [""Solution 1: System upgrade"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_48"", ""technical_lead"": ""tech_28"", ""risk_reviewer"": ""risk_98""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_850"", ""tags"": [""urgent"", ""resolved"", ""escalated""]}, ""financial_impact"": {""amount"": 241200.3, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-28T13:09:20.132249"", ""acknowledged"": ""2025-09-01T13:09:20.132250"", ""resolved"": ""2025-08-31T13:09:20.132251""}}"
367,controls,Data quality issue in Trading Platform leading to reputation damage,Compliance Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_416"", ""tags"": [""review""]}, ""financial_impact"": {""amount"": 598574.98, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-11T13:09:20.132257"", ""acknowledged"": ""2025-09-01T13:09:20.132258"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""low"", ""created_date"": ""2025-06-11T13:09:20.132261""}","{""detailed_analysis"": {""root_cause_category"": ""human_error"", ""contributing_factors"": [""communication_breakdown"", ""process_deviation"", ""vendor_issue""], ""risk_indicators"": {""probability"": 0.7303847663350421, ""impact_score"": 3, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass""], ""long_term_solutions"": [""Solution 1: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_65"", ""technical_lead"": ""tech_50"", ""risk_reviewer"": ""risk_39""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_375"", ""tags"": [""review"", ""urgent"", ""resolved""]}, ""financial_impact"": {""amount"": 577309.53, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-12T13:09:20.132270"", ""acknowledged"": ""2025-08-26T13:09:20.132271"", ""resolved"": ""2025-09-01T13:09:20.132272""}}"
368,controls,Failed transaction processing in Data Warehouse resulting in data corruption,Reputational Risk,LR-001: Funding Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_788"", ""tags"": [""escalated""]}, ""financial_impact"": {""amount"": 231789.33, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-01T13:09:20.132278"", ""acknowledged"": ""2025-09-05T13:09:20.132278"", ""resolved"": null}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2024-12-12T13:09:20.132282""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""vendor_issue""], ""risk_indicators"": {""probability"": 0.3739430414556597, ""impact_score"": 1, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_62"", ""technical_lead"": ""tech_83"", ""risk_reviewer"": ""risk_90""}}","{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_111"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 852043.35, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-04T13:09:20.132290"", ""acknowledged"": ""2025-09-06T13:09:20.132291"", ""resolved"": null}}"
369,controls,System outage in Payment Gateway affecting audit findings,Legal Risk,TR-003: Security Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P3"", ""assigned_to"": ""user_611"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 98613.59, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-18T13:09:20.132297"", ""acknowledged"": ""2025-08-26T13:09:20.132298"", ""resolved"": ""2025-08-25T13:09:20.132299""}}","{""status"": ""active"", ""severity"": ""high"", ""created_date"": ""2025-03-31T13:09:20.132302""}","{""detailed_analysis"": {""root_cause_category"": ""system_failure"", ""contributing_factors"": [""technical_debt"", ""system_overload""], ""risk_indicators"": {""probability"": 0.750414678544094, ""impact_score"": 7, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Data correction"", ""Action 3: Process bypass""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_90"", ""technical_lead"": ""tech_16"", ""risk_reviewer"": ""risk_45""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P2"", ""assigned_to"": ""user_625"", ""tags"": [""urgent"", ""escalated"", ""resolved""]}, ""financial_impact"": {""amount"": 516774.07, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-30T13:09:20.132311"", ""acknowledged"": ""2025-09-05T13:09:20.132312"", ""resolved"": ""2025-09-06T13:09:20.132313""}}"
370,controls,Integration error between Trading Platform and external service,Market Risk,OR-001: Processing Error,"{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_874"", ""tags"": [""resolved""]}, ""financial_impact"": {""amount"": 844618.86, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-22T13:09:20.132318"", ""acknowledged"": ""2025-08-24T13:09:20.132319"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""low"", ""created_date"": ""2024-11-20T13:09:20.132322""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""technical_debt""], ""risk_indicators"": {""probability"": 0.4993544302074414, ""impact_score"": 8, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Data correction"", ""Action 3: Process bypass""], ""long_term_solutions"": [""Solution 1: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_10"", ""technical_lead"": ""tech_98"", ""risk_reviewer"": ""risk_81""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_415"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 761268.33, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-17T13:09:20.132332"", ""acknowledged"": ""2025-08-23T13:09:20.132333"", ""resolved"": ""2025-09-06T13:09:20.132334""}}"
371,controls,Compliance violation in Payment Gateway causing service unavailability,Compliance Risk,CR-003: Settlement Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_602"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 913988.38, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-28T13:09:20.132339"", ""acknowledged"": ""2025-08-30T13:09:20.132340"", ""resolved"": ""2025-08-20T13:09:20.132341""}}","{""status"": ""active"", ""severity"": ""low"", ""created_date"": ""2025-06-30T13:09:20.132344""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""technical_debt"", ""system_overload"", ""inadequate_training""], ""risk_indicators"": {""probability"": 0.9021078536669189, ""impact_score"": 10, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass""], ""long_term_solutions"": [""Solution 1: Training program""]}, ""stakeholders"": {""business_owner"": ""manager_46"", ""technical_lead"": ""tech_91"", ""risk_reviewer"": ""risk_78""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_198"", ""tags"": [""monitoring""]}, ""financial_impact"": {""amount"": 800470.42, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-14T13:09:20.132353"", ""acknowledged"": ""2025-08-21T13:09:20.132354"", ""resolved"": ""2025-09-07T13:09:20.132355""}}"
372,controls,Process failure in Settlement System resulting in financial loss,Credit Risk,TR-002: Data Risk,"{""metadata"": {""source"": ""external"", ""priority"": ""P1"", ""assigned_to"": ""user_571"", ""tags"": [""monitoring"", ""resolved"", ""escalated""]}, ""financial_impact"": {""amount"": 925269.59, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-20T13:09:20.132361"", ""acknowledged"": ""2025-09-06T13:09:20.132362"", ""resolved"": ""2025-08-25T13:09:20.132363""}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2025-04-12T13:09:20.132366""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""system_overload"", ""process_deviation"", ""inadequate_training""], ""risk_indicators"": {""probability"": 0.7150413688353332, ""impact_score"": 9, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Data correction"", ""Action 3: Data correction""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_85"", ""technical_lead"": ""tech_99"", ""risk_reviewer"": ""risk_34""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P3"", ""assigned_to"": ""user_420"", ""tags"": [""monitoring"", ""resolved"", ""urgent""]}, ""financial_impact"": {""amount"": 76541.13, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-25T13:09:20.132376"", ""acknowledged"": ""2025-08-16T13:09:20.132377"", ""resolved"": null}}"
373,controls,Integration error between Data Warehouse and external service,Market Risk,CR-003: Settlement Risk,"{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_363"", ""tags"": [""escalated"", ""monitoring""]}, ""financial_impact"": {""amount"": 705148.88, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-09-03T13:09:20.132383"", ""acknowledged"": ""2025-09-05T13:09:20.132384"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2025-06-26T13:09:20.132387""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""inadequate_training""], ""risk_indicators"": {""probability"": 0.4415852408551768, ""impact_score"": 10, ""risk_rating"": ""Low""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart"", ""Action 2: Manual override""], ""long_term_solutions"": [""Solution 1: System upgrade"", ""Solution 2: Control enhancement""]}, ""stakeholders"": {""business_owner"": ""manager_57"", ""technical_lead"": ""tech_35"", ""risk_reviewer"": ""risk_14""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P1"", ""assigned_to"": ""user_330"", ""tags"": [""escalated"", ""resolved""]}, ""financial_impact"": {""amount"": 136983.29, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-09-03T13:09:20.132397"", ""acknowledged"": ""2025-08-14T13:09:20.132398"", ""resolved"": ""2025-09-01T13:09:20.132399""}}"
374,controls,Performance degradation in Data Warehouse impacting reputation damage,Compliance Risk,MR-001: Interest Rate Risk,"{""metadata"": {""source"": ""system"", ""priority"": ""P3"", ""assigned_to"": ""user_458"", ""tags"": [""monitoring"", ""escalated"", ""review""]}, ""financial_impact"": {""amount"": 372417.8, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-11T13:09:20.132405"", ""acknowledged"": ""2025-09-01T13:09:20.132405"", ""resolved"": ""2025-08-30T13:09:20.132406""}}","{""status"": ""resolved"", ""severity"": ""medium"", ""created_date"": ""2024-11-08T13:09:20.132410""}","{""detailed_analysis"": {""root_cause_category"": ""external_factor"", ""contributing_factors"": [""inadequate_training"", ""process_deviation"", ""technical_debt""], ""risk_indicators"": {""probability"": 0.5732355673572083, ""impact_score"": 9, ""risk_rating"": ""High""}}, ""remediation"": {""immediate_actions"": [""Action 1: Process bypass"", ""Action 2: Process bypass""], ""long_term_solutions"": [""Solution 1: Training program"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_55"", ""technical_lead"": ""tech_14"", ""risk_reviewer"": ""risk_68""}}","{""metadata"": {""source"": ""system"", ""priority"": ""P1"", ""assigned_to"": ""user_675"", ""tags"": [""escalated"", ""monitoring"", ""review""]}, ""financial_impact"": {""amount"": 635616.25, ""currency"": ""USD"", ""estimated"": true}, ""timeline"": {""reported"": ""2025-08-20T13:09:20.132419"", ""acknowledged"": ""2025-08-16T13:09:20.132420"", ""resolved"": ""2025-08-21T13:09:20.132421""}}"
375,controls,Data quality issue in Data Warehouse leading to financial loss,Model Risk,OR-001: Processing Error,"{""metadata"": {""source"": ""external"", ""priority"": ""P2"", ""assigned_to"": ""user_867"", ""tags"": [""urgent""]}, ""financial_impact"": {""amount"": 691541.77, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-11T13:09:20.132427"", ""acknowledged"": ""2025-08-27T13:09:20.132428"", ""resolved"": null}}","{""status"": ""active"", ""severity"": ""medium"", ""created_date"": ""2025-05-16T13:09:20.132431""}","{""detailed_analysis"": {""root_cause_category"": ""process_gap"", ""contributing_factors"": [""process_deviation"", ""communication_breakdown""], ""risk_indicators"": {""probability"": 0.10681152539086967, ""impact_score"": 3, ""risk_rating"": ""Very High""}}, ""remediation"": {""immediate_actions"": [""Action 1: System restart""], ""long_term_solutions"": [""Solution 1: Process redesign"", ""Solution 2: System upgrade""]}, ""stakeholders"": {""business_owner"": ""manager_69"", ""technical_lead"": ""tech_13"", ""risk_reviewer"": ""risk_92""}}","{""metadata"": {""source"": ""manual"", ""priority"": ""P4"", ""assigned_to"": ""user_964"", ""tags"": [""escalated"", ""monitoring""]}, ""financial_impact"": {""amount"": 548912.15, ""currency"": ""USD"", ""estimated"": false}, ""timeline"": {""reported"": ""2025-08-24T13:09:20.132440"", ""acknowledged"": ""2025-08-30T13:09:20.132441"", ""resolved"": ""2025-08-24T13:09:20.132442""}}"
